,Physician_Name,NPI,Physician_Specialty,Company,Nature_of_Payment,Therapeutic_Area,Drug,Total_Payment,Number_of_Payments
3629,"TORTORELIS, DEAN",1497868368.0,UROLOGY,"ANTARES PHARMA, INC.",FOOD AND BEVERAGE,TESTOSTERONE REPLACEMENT THERAPY,TLANDO,100.0,2
3630,"TORTORELIS, DEAN",1497868368.0,UROLOGY,ASTELLAS PHARMA US INC,FOOD AND BEVERAGE,ONCOLOGY,XTANDI,27.9,2
3631,"TORTORELIS, DEAN",1497868368.0,UROLOGY,"JANSSEN BIOTECH, INC.",FOOD AND BEVERAGE,ONCOLOGY,ERLEADA,17.13,1
3632,"TORTORELIS, DEAN",1497868368.0,UROLOGY,MYOVANT SCIENCES INC.,FOOD AND BEVERAGE,HORMONE THERAPY,ORGOVYX,22.92,1
3633,"TORTORELIS, DEAN",1497868368.0,UROLOGY,PFIZER INC.,FOOD AND BEVERAGE,ONCOLOGY,XTANDI,14.3,1
3634,"TORTORELIS, DEAN",1497868368.0,UROLOGY,PHOTOCURE INC,FOOD AND BEVERAGE,ONCOLOGY,CYSVIEW,47.519999999999996,2
3635,"TOTORAITIS, KRISTIN",1376076075.0,DERMATOLOGY,SUN PHARMACEUTICAL INDUSTRIES INC.,FOOD AND BEVERAGE,DERMATOLOGY,WINLEVI,63.56,2
3636,"TOUMEH, MOHAMED",1598920969.0,HOSPITALIST,"OTSUKA AMERICA PHARMACEUTICAL, INC.",FOOD AND BEVERAGE,NEPHROLOGY,JYNARQUE,19.15,1
3637,"TOWNLEY, RYAN",1689010399.0,NEUROLOGY,"CORIUM, LLC",FOOD AND BEVERAGE,TREATMENT OF DEMENTIA OF THE ALZHEIMERS TYPE,ADLARITY,24.88,1
3638,"TRAN, MICHAEL",1568574630.0,UROLOGY,UROVANT SCIENCES INC,FOOD AND BEVERAGE,UROLOGY,GEMTESA,13.28,1
3639,"TRAN, NGUYEN",1811330079.0,MEDICAL ONCOLOGY,EXELIXIS INC.,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",ONCOLOGY,CABOMETYX,1225.0,1
3640,"TRAVERSE, JAY",1306807458.0,INTERVENTIONAL CARDIOLOGY,"JANSSEN PHARMACEUTICALS, INC",FOOD AND BEVERAGE,CARDIOVASCULAR & METABOLISM,XARELTO,12.03,1
3641,"TRAXLER, SARAH",1538301650.0,OBSTETRICS & GYNECOLOGY,"AFAXYS, INC.",HONORARIA,CONTRACEPTION,LIDOCAINE,1225.0,1
3642,"TRETTIN, ABBY",1891283743.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,13.94,1
3643,"TRINH-PHAM, NGHI",1316047798.0,GENERAL PRACTICE,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,14.08,1
3644,"TSCHETTER, AMANDA",1003109059.0,MOHS-MICROGRAPHIC SURGERY,"JANSSEN BIOTECH, INC.",FOOD AND BEVERAGE,IMMUNOLOGY,TREMFYA,14.24,1
3645,"TUNG, JEANNE",1851371223.0,GASTROENTEROLOGY,"JANSSEN SCIENTIFIC AFFAIRS, LLC",FOOD AND BEVERAGE,IMMUNOLOGY,TREMFYA,40.07,1
3646,"TURNBULL, LYDIA",1861784837.0,DERMATOLOGY,"DERMAVANT SCIENCES, INC.",FOOD AND BEVERAGE,DERMATOLOGY,VTAMA,16.64,1
3647,"TURNBULL, LYDIA",1861784837.0,DERMATOLOGY,PFIZER INC.,FOOD AND BEVERAGE,DERMATOLOGY,EUCRISA,16.11,1
3648,"TUTTLE, SCOTT",1013411081.0,DERMATOLOGY,BIOFRONTERA INC.,FOOD AND BEVERAGE,DERMATOLOGY,AMELUZ,21.19,1
3649,"TUTTLE, SCOTT",1013411081.0,DERMATOLOGY,SUN PHARMACEUTICAL INDUSTRIES INC.,FOOD AND BEVERAGE,DERMATOLOGY,WINLEVI,21.52,1
3650,"TWOMEY, JONATHAN",1396883146.0,PROSTHODONTICS,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,13.03,1
3651,"TYLER, ERIC",1285652826.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,97.16,2
3652,"TYLKA, BARBARA",1992173470.0,OPTOMETRIST,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,21.01,1
3653,"TYNER, HARMONY",1639490378.0,INFECTIOUS DISEASE,"INSMED, INC.",EDUCATION,RESPIRATORY,ARIKAYCE,32.48,2
3654,"UECKER, JONATHAN",1659334092.0,GENERAL PRACTICE,"ITI, INC.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",PSYCHIATRY,CAPLYTA,3375.0,3
3655,"UECKER, JONATHAN",1659334092.0,PSYCHIATRY,ABBVIE INC.,FOOD AND BEVERAGE,NEUROSCIENCE,VRAYLAR,12.26,1
3656,"UECKER, JONATHAN",1659334092.0,PSYCHIATRY,"ITI, INC.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",PSYCHIATRY,CAPLYTA,750.0,1
3657,"UECKER, JONATHAN",1659334092.0,PSYCHIATRY,"ITI, INC.",FOOD AND BEVERAGE,PSYCHIATRY,CAPLYTA,17.03,2
3658,"UECKER, JONATHAN",1659334092.0,PSYCHIATRY,SUNOVION PHARMACEUTICALS INC.,FOOD AND BEVERAGE,CNS,LATUDA,12.17,1
3659,"UECKER, JONATHAN",1659334092.0,PSYCHIATRY,"TAKEDA PHARMACEUTICALS U.S.A., INC.",FOOD AND BEVERAGE,NEUROSCIENCE,TRINTELLIX,13.63,1
3660,"UFKEN, EMILY",1467712133.0,OPTOMETRIST,ABBVIE INC.,FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,12.06,1
3661,"UFKEN, EMILY",1467712133.0,OPTOMETRIST,"ALLERGAN, INC.",FOOD AND BEVERAGE,OPHTHALMOLOGY,VUITY,49.5,1
3662,"UFKEN, EMILY",1467712133.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,33.17,2
3663,"UGARTE, ROLAND",1982653978.0,UROLOGY,"ANTARES PHARMA, INC.",FOOD AND BEVERAGE,NOCTURIA DUE TO NOCTURNAL POLYURIA IN ADULTS,NOCDURNA,155.81,12
3664,"UGARTE, ROLAND",1982653978.0,UROLOGY,ASTELLAS PHARMA US INC,FOOD AND BEVERAGE,ONCOLOGY,XTANDI,16.0,1
3665,"UGARTE, ROLAND",1982653978.0,UROLOGY,GENZYME CORPORATION,FOOD AND BEVERAGE,ONCOLOGY,JEVTANA,13.92,1
3666,"UGARTE, ROLAND",1982653978.0,UROLOGY,"JANSSEN BIOTECH, INC.",FOOD AND BEVERAGE,ONCOLOGY,ERLEADA,17.13,1
3667,"UGARTE, ROLAND",1982653978.0,UROLOGY,MYOVANT SCIENCES INC.,FOOD AND BEVERAGE,HORMONE THERAPY,ORGOVYX,19.77,1
3668,"UGARTE, ROLAND",1982653978.0,UROLOGY,PHOTOCURE INC,FOOD AND BEVERAGE,ONCOLOGY,CYSVIEW,23.66,1
3669,"UNDERWOOD, AMELIA",1801415906.0,INTERNAL MEDICINE,IDORSIA PHARMACEUTICALS US INC,FOOD AND BEVERAGE,INSOMNIA,QUVIVIQ,18.27,1
3670,"UNGERER, GARRETT",1609142066.0,UROLOGY,"ANTARES PHARMA, INC.",FOOD AND BEVERAGE,TESTOSTERONE REPLACEMENT THERAPY,TLANDO,50.0,1
3671,"UPADHYAY, SMITA",1154883270.0,FAMILY MEDICINE,ALMATICA PHARMA LLC,FOOD AND BEVERAGE,POSTHERPETIC NEURALGIA,GRALISE,11.75,1
3672,"URNESS, LACEY",1831553197.0,OPTOMETRIST,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,19.0,1
3673,"USMANOVA, YELENA",1740225473.0,NEUROLOGY,"EMD SERONO, INC.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",NEUROLOGY,MAVENCLAD,3075.0,2
3674,"UTZ, MAUREEN",1609851229.0,DERMATOLOGY,INCYTE CORPORATION,FOOD AND BEVERAGE,DERMATOLOGY,OPZELURA,33.6,2
3675,"UTZ, MAUREEN",1609851229.0,DERMATOLOGY,"LILLY USA, LLC",FOOD AND BEVERAGE,IMMUNOLOGY,TALTZ,40.65,3
3676,"UTZ, MAUREEN",1609851229.0,DERMATOLOGY,PFIZER INC.,FOOD AND BEVERAGE,DERMATOLOGY,EUCRISA,12.45,1
3677,"UTZ, WILLIAM",1104875186.0,UROLOGY,"ANTARES PHARMA, INC.",FOOD AND BEVERAGE,NOCTURIA DUE TO NOCTURNAL POLYURIA IN ADULTS,NOCDURNA,13.52,1
3678,"UTZ, WILLIAM",1104875186.0,UROLOGY,ASTELLAS PHARMA US INC,FOOD AND BEVERAGE,ONCOLOGY,XTANDI,34.04,2
3679,"UTZ, WILLIAM",1104875186.0,UROLOGY,"TOLMAR PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,PROSTATE CANCER,ELIGARD,16.18,1
3680,"VAELA, RAVI",1184691826.0,PULMONARY DISEASE,"INSMED, INC.",EDUCATION,RESPIRATORY,ARIKAYCE,48.72,3
3681,"VAIDYA, RAKHEE",1962735167.0,HEMATOLOGY & ONCOLOGY,"KITE PHARMA, INC.",FOOD AND BEVERAGE,CELLT,YESCARTA,90.76,1
3682,"VAN KUIJK, FREDERICUS",1972699635.0,OPHTHALMOLOGY,NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,RYBELSUS,77.7,1
3683,"VANG, JOSHUA",1124178298.0,GENERAL PRACTICE,GC AMERICA INC.,FOOD AND BEVERAGE,PREVENTIVE,MIPASTE,12.76,1
3684,"VANG, LAO",1194173971.0,DENTIST,ELEVATE ORAL CARE,FOOD AND BEVERAGE,DENTISTRY,FLUORIMAX 5000,11.81,1
3685,"VARMA, SUJIT",1013018258.0,INTERNAL MEDICINE,IRONSHORE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,CENTRAL NERVOUS STIMULANT ADHD,JORNAY PM,29.92,2
3686,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,ABBVIE INC.,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",NEUROSCIENCE,VRAYLAR,18450.0,7
3687,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,ABBVIE INC.,FOOD AND BEVERAGE,NEUROSCIENCE,VRAYLAR,189.73,20
3688,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,ABBVIE INC.,TRAVEL AND LODGING,NEUROSCIENCE,VRAYLAR,3223.09,13
3689,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,ALVOGEN INC,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",ANTI-ANXIETY,LOREEV XR,700.0,1
3690,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,HARMONY BIOSCIENCES LLC,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",NEUROLOGICAL DISORDERS,WAKIX,19050.0,7
3691,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,HARMONY BIOSCIENCES LLC,FOOD AND BEVERAGE,NEUROLOGICAL DISORDERS,WAKIX,473.57,9
3692,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,HARMONY BIOSCIENCES LLC,TRAVEL AND LODGING,NEUROLOGICAL DISORDERS,WAKIX,2860.21,14
3693,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,IDORSIA PHARMACEUTICALS US INC,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",INSOMNIA,QUVIVIQ,11400.0,9
3694,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,IDORSIA PHARMACEUTICALS US INC,FOOD AND BEVERAGE,INSOMNIA,QUVIVIQ,344.0,7
3695,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,IDORSIA PHARMACEUTICALS US INC,TRAVEL AND LODGING,INSOMNIA,QUVIVIQ,7281.31,27
3696,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"JANSSEN PHARMACEUTICALS, INC",FOOD AND BEVERAGE,NEUROSCIENCE,INVEGA SUSTENNA,37.16,2
3697,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"JANSSEN PHARMACEUTICALS, INC",FOOD AND BEVERAGE,NEUROSCIENCE,SPRAVATO,18.22,1
3698,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,JAZZ PHARMACEUTICALS INC.,"COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",NEUROLOGY,SUNOSI,13200.0,9
3699,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,JAZZ PHARMACEUTICALS INC.,FOOD AND BEVERAGE,NEUROLOGY,SUNOSI,192.51000000000002,11
3700,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,JAZZ PHARMACEUTICALS INC.,FOOD AND BEVERAGE,NEUROLOGY,XYWAV,22.03,4
3701,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,JAZZ PHARMACEUTICALS INC.,TRAVEL AND LODGING,NEUROLOGY,SUNOSI,919.68,14
3702,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"OTSUKA AMERICA PHARMACEUTICAL, INC.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",PSYCHIATRY,ABILIFY MAINTENA,3105.0,3
3703,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"OTSUKA AMERICA PHARMACEUTICAL, INC.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",PSYCHIATRY,REXULTI,25863.3,13
3704,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"OTSUKA AMERICA PHARMACEUTICAL, INC.",FOOD AND BEVERAGE,PSYCHIATRY,ABILIFY MAINTENA,9.51,2
3705,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"OTSUKA AMERICA PHARMACEUTICAL, INC.",FOOD AND BEVERAGE,PSYCHIATRY,REXULTI,376.82,15
3706,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"OTSUKA AMERICA PHARMACEUTICAL, INC.",TRAVEL AND LODGING,PSYCHIATRY,ABILIFY MAINTENA,16.88,1
3707,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"OTSUKA AMERICA PHARMACEUTICAL, INC.",TRAVEL AND LODGING,PSYCHIATRY,REXULTI,2974.34,22
3708,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"SUPERNUS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,PSYCHOLOGY,QELBREE,83.36,3
3709,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"TEVA PHARMACEUTICALS USA, INC.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",CENTRAL NERVOUS SYSTEM,AUSTEDO,6930.0,3
3710,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"TEVA PHARMACEUTICALS USA, INC.",FOOD AND BEVERAGE,CENTRAL NERVOUS SYSTEM,AUSTEDO,67.95,4
3711,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"TEVA PHARMACEUTICALS USA, INC.",TRAVEL AND LODGING,CENTRAL NERVOUS SYSTEM,AUSTEDO,48.75,3
3712,"VARMA, SUJIT",1013018258.0,PSYCHIATRY,"USWM, LLC",FOOD AND BEVERAGE,PSYCHIATRY/PSYCHOLOGY,LUCEMYRA,37.64,2
3713,"VASA, AARON",1225299290.0,HOSPITALIST,ABBVIE INC.,FOOD AND BEVERAGE,ANTI-INFECTIVE,DALVANCE,20.84,1
3714,"VASKA, KEVIN",1891782645.0,CARDIOVASCULAR DISEASE,ALNYLAM PHARMACEUTICALS INC.,FOOD AND BEVERAGE,GENETIC DISEASE,AMVUTTRA,78.87,1
3715,"VAYNMAN, ETHEL",1104130269.0,DIAGNOSTIC RADIOLOGY,ASTRAZENECA PHARMACEUTICALS LP,FOOD AND BEVERAGE,CARDIOVASCULAR AND METABOLISM,FARXIGA,124.72,1
3716,"VEEN, LYLA",1538325345.0,ADDICTION MEDICINE,"E.R. SQUIBB & SONS, L.L.C.",FOOD AND BEVERAGE,NEUROSCIENCE,ZEPOSIA,14.66,1
3717,"VEEN, LYLA",1538325345.0,NEUROLOGY,JAZZ PHARMACEUTICALS INC.,FOOD AND BEVERAGE,NEUROLOGY,XYWAV,12.08,1
3718,"VERGHESE, PRIYA",1902917891.0,PEDIATRICS,"TAKEDA PHARMACEUTICALS U.S.A., INC.",FOOD AND BEVERAGE,IMMUNOLOGY,LIVTENCITY,114.3,1
3719,"VERMA, RAJANSHU",1699977926.0,INTERNAL MEDICINE,"E.R. SQUIBB & SONS, L.L.C.",FOOD AND BEVERAGE,NEUROSCIENCE,ZEPOSIA,107.87,1
3720,"VIDOR, NICHOLAS",1063704914.0,FAMILY MEDICINE,ASTRAZENECA PHARMACEUTICALS LP,FOOD AND BEVERAGE,RESPIRATORY,BREZTRI,14.72,1
3721,"VIDOR, NICHOLAS",1063704914.0,FAMILY MEDICINE,"BOEHRINGER INGELHEIM PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,DIABETES,TRADJENTA,14.17,1
3722,"VIDOR, NICHOLAS",1063704914.0,FAMILY MEDICINE,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,CARDIOVASCULAR,ENTRESTO,16.68,1
3723,"VIJAYVARGIYA, PRIYA",1295141679.0,GASTROENTEROLOGY,ABBVIE INC.,FOOD AND BEVERAGE,ENDOCRINOLOGY,CREON,124.73,1
3724,"VIJAYVARGIYA, PRIYA",1295141679.0,GASTROENTEROLOGY,ABBVIE INC.,FOOD AND BEVERAGE,GASTROENTEROLOGY,LINZESS,42.28,2
3725,"VIJAYVARGIYA, PRIYA",1295141679.0,GASTROENTEROLOGY,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,CARDIO-RENAL,KERENDIA,17.99,1
3726,"VIJAYVARGIYA, PRIYA",1295141679.0,GASTROENTEROLOGY,"EVOKE PHARMA, INC.",FOOD AND BEVERAGE,GASTROENTEROLOGY,GIMOTI,14.26,1
3727,"VIJAYVARGIYA, PRIYA",1295141679.0,GASTROENTEROLOGY,"SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC",FOOD AND BEVERAGE,GASTROENTEROLOGY,TRULANCE,49.730000000000004,3
3728,"VIJAYVARGIYA, PRIYA",1295141679.0,GASTROENTEROLOGY,"SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC",FOOD AND BEVERAGE,GASTROENTEROLOGY,XIFAXAN,14.65,1
3729,"VIJAYVARGIYA, PRIYA",1295141679.0,GASTROENTEROLOGY,"TAKEDA PHARMACEUTICALS U.S.A., INC.",FOOD AND BEVERAGE,NEUROSCIENCE,TRINTELLIX,12.43,1
3730,"VINE, CRAIG",1164400495.0,PSYCHIATRY,ABBVIE INC.,FOOD AND BEVERAGE,NEUROSCIENCE,VRAYLAR,12.2,1
3731,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"ALKERMES, INC.","COMPENSATION FOR SERVICES OTHER THAN CONSULTING, INCLUDING SERVING AS FACULTY OR AS A SPEAKER AT A VENUE OTHER THAN A CONTINUING EDUCATION PROGRAM",CNS,LYBALVI,18795.0,10
3732,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"ALKERMES, INC.",FOOD AND BEVERAGE,CNS,ARISTADA,31.56,5
3733,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"ALKERMES, INC.",FOOD AND BEVERAGE,CNS,LYBALVI,264.13,4
3734,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"ALKERMES, INC.",TRAVEL AND LODGING,CNS,LYBALVI,1046.56,13
3735,"VINE, CRAIG",1164400495.0,PSYCHIATRY,ALMATICA PHARMA LLC,FOOD AND BEVERAGE,POSTHERPETIC NEURALGIA,GRALISE,12.99,1
3736,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"NEUROCRINE BIOSCIENCES, INC.",COMPENSATION FOR SERVING AS FACULTY OR AS A SPEAKER FOR A MEDICAL EDUCATION PROGRAM,NEUROPSYCHIATRY,INGREZZA,13000.0,4
3737,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"NEUROCRINE BIOSCIENCES, INC.",CONSULTING FEE,NEUROPSYCHIATRY,INGREZZA,5000.0,1
3738,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"NEUROCRINE BIOSCIENCES, INC.",FOOD AND BEVERAGE,NEUROPSYCHIATRY,INGREZZA,505.07,14
3739,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"NEUROCRINE BIOSCIENCES, INC.",TRAVEL AND LODGING,NEUROPSYCHIATRY,INGREZZA,342.39,5
3740,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"OTSUKA AMERICA PHARMACEUTICAL, INC.",FOOD AND BEVERAGE,PSYCHIATRY,ABILIFY MAINTENA,12.16,1
3741,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"SUPERNUS PHARMACEUTICALS, INC.",FOOD AND BEVERAGE,PSYCHOLOGY,QELBREE,15.11,1
3742,"VINE, CRAIG",1164400495.0,PSYCHIATRY,"TAKEDA PHARMACEUTICALS U.S.A., INC.",FOOD AND BEVERAGE,NEUROSCIENCE,TRINTELLIX,17.25,1
3743,"VINGER, JORDEN",1083297550.0,GENERAL PRACTICE,PACIRA PHARMACEUTICALS INCORPORATED,FOOD AND BEVERAGE,PAIN MANAGEMENT,EXPAREL,20.26,1
3744,"VIRATYOSIN, SOMKIAT",1801809959.0,SURGERY,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,CARDIO-RENAL,KERENDIA,13.16,1
3745,"VIRATYOSIN, SOMKIAT",1801809959.0,SURGERY,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,CARDIOVASCULAR,ENTRESTO,13.3,1
3746,"VIRATYOSIN, SOMKIAT",1801809959.0,SURGERY,NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,RYBELSUS,12.28,1
3747,"VIRJI, AYAZ",1861554073.0,FAMILY MEDICINE,NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,RYBELSUS,13.11,1
3748,"VISCITO, MATTHEW",1497969570.0,FAMILY MEDICINE,"LILLY USA, LLC",FOOD AND BEVERAGE,DIABETES,JARDIANCE,15.04,1
3749,"VISCITO, MATTHEW",1497969570.0,FAMILY MEDICINE,"LILLY USA, LLC",FOOD AND BEVERAGE,DIABETES,MOUNJARO,12.26,1
3750,"VISLISEL, JESSE",1063704294.0,OPHTHALMOLOGY,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,21.4,1
3751,"VISWANATHAN, PRAKASH",1649428574.0,GASTROENTEROLOGY,ABBVIE INC.,FOOD AND BEVERAGE,ENDOCRINOLOGY,CREON,52.0,2
3752,"VISWANATHAN, PRAKASH",1649428574.0,GASTROENTEROLOGY,ABBVIE INC.,FOOD AND BEVERAGE,GASTROENTEROLOGY,LINZESS,24.87,1
3753,"VISWANATHAN, PRAKASH",1649428574.0,GASTROENTEROLOGY,"SALIX PHARMACEUTICALS, A DIVISION OF BAUSCH HEALTH US, LLC",FOOD AND BEVERAGE,GASTROENTEROLOGY,XIFAXAN,37.3,2
3754,"VOELKER, PAMELA",1134312416.0,OPHTHALMOLOGY,NOVARTIS PHARMACEUTICALS CORPORATION,FOOD AND BEVERAGE,OPHTHALMOLOGY,XIIDRA,14.41,1
3755,"VOELKER, PAMELA",1134312416.0,OPHTHALMOLOGY,"OYSTER POINT PHARMA, INC.",FOOD AND BEVERAGE,DRY EYE,TYRVAYA,11.78,1
3756,"VOGT, KYMBERLY",1821034927.0,PODIATRIST,"SMITH+NEPHEW, INC.",FOOD AND BEVERAGE,PHARMA PRODUCTS,COLLAGENASE SANTYL,12.87,1
3757,"VOLZ, MICHAEL",1841225430.0,ALLERGY & IMMUNOLOGY,"GLAXOSMITHKLINE, LLC.",FOOD AND BEVERAGE,RESPIRATORY,TRELEGY ELLIPTA,88.21000000000001,6
3758,"VORK, DIANA",1871028316.0,DERMATOLOGY,PFIZER INC.,FOOD AND BEVERAGE,INFLAMMATION & IMMUNOLOGY,CIBINQO,17.18,1
3759,"VULAVA, SRIKRISHNA",1821301367.0,INTERNAL MEDICINE,NOVO NORDISK INC,FOOD AND BEVERAGE,DIABETES,RYBELSUS,18.75,1
3760,"WAGLEY, SUSHANT",1225481351.0,RETINA SPECIALIST,"EYEPOINT PHARMACEUTICALS US, INC.",CONSULTING FEE,CHRONIC NON-INFECTIOUS POSTERIOR SEGMENT UVEITIS,YUTIQ,900.0,1
3761,"WAGLEY, SUSHANT",1225481351.0,RETINA SPECIALIST,"EYEPOINT PHARMACEUTICALS US, INC.",FOOD AND BEVERAGE,CHRONIC NON-INFECTIOUS POSTERIOR SEGMENT UVEITIS,YUTIQ,115.07,1
3762,"WAGLEY, SUSHANT",1225481351.0,RETINA SPECIALIST,"GENENTECH USA, INC.",CONSULTING FEE,IMMUNOLOGY AND OPHTHALMOLOGY,SUSVIMO,2310.0,1
3763,"WAGLEY, SUSHANT",1225481351.0,RETINA SPECIALIST,"GENENTECH USA, INC.",FOOD AND BEVERAGE,IMMUNOLOGY AND OPHTHALMOLOGY,SUSVIMO,153.32,1
3764,"WAGLEY, SUSHANT",1225481351.0,RETINA SPECIALIST,"GENENTECH USA, INC.",TRAVEL AND LODGING,IMMUNOLOGY AND OPHTHALMOLOGY,SUSVIMO,323.13,1
3765,"WAGNER, JEWELIA",1245490952.0,OBSTETRICS & GYNECOLOGY,ABBVIE INC.,FOOD AND BEVERAGE,WOMENS HEALTH,ORILISSA,26.490000000000002,2
3766,"WAGNER, JEWELIA",1245490952.0,OBSTETRICS & GYNECOLOGY,BAYER HEALTHCARE PHARMACEUTICALS INC.,FOOD AND BEVERAGE,WOMENS HEALTH,KYLEENA,14.54,1
3767,"WAGNER, JEWELIA",1245490952.0,OBSTETRICS & GYNECOLOGY,"EXELTIS, USA INC.",FOOD AND BEVERAGE,ORAL CONTRACEPTIVE,SLYND,14.57,1
